,Unnamed: 0,Text,Pronoun,Pronoun-offset,Answer,Answer-offset,Possible answers
1948,1948,"Prodnose, sent in spies to steal the secret recipes to Wonka's treats, which he plagiarized, nearly ruining Wonka's factory .",he,76,Prodnose,76,"['Prodnose', 'Wonka', 'Wonka']"
1949,1949,"Rowse endured doubting comments about his paternity, thus he paid particular attention to his mother's association with a local farmer and butcher from Polgooth, near St Austell, Frederick May .",he,57,Rowse,57,['Rowse']
1950,1950,"In 1963 Rowse began to concentrate on Shakespeare, starting with a biography in which he claimed to have dated all the sonnets, identified Christopher as the suitor's rival and solved all but one of the other problems posed by the sonnets .",he,85,Rowse,85,"['Rowse', 'Shakespeare', 'Christopher']"
1951,1951,Shakespeare was still married and Rowse believes he was having an extramarital affair .,he,48,Shakespeare,48,"['Shakespeare', 'Rowse']"
1952,1952,"Christopher's radio play Accolades, rebroadcast on BBC Radio 4 in March 2007 as a tribute to its star, Ian, who had died the previous month, covers the period leading up to the publication of Shakespeare the Man in 1973 and publicity surrounding Rowse's unshakable confidence that he had discovered the identity of the Dark of the Sonnets .",he,280,Ian,280,"['Christopher', 'Ian', 'Rowse']"
1953,1953,"Zamoyski lives in London with his wife, the eminent painter Emma, whom he married in 2001 .",he,70,Emma,70,"['Zamoyski', 'Emma']"
1954,1954,"In 1952, Bullock published Hitler: A Study in Tyranny, the first comprehensive biography of Adolf, which he based on the transcripts of the Nuremberg Trials .",he,104,Adolf,104,"['Bullock', 'Hitler', 'Adolf']"
1955,1955,"By this time, Emma and he had two children, Joan , and Hulbert .",he,22,Emma,22,"['Emma', 'Joan', 'Hulbert']"
1956,1956,"Burroughs divorced Emma in 1934 and, in 1935, married the former actress Florence, who was the former wife of his friend , Ashton, with whom he had co-founded Burroughs-Tarzan Enterprises while filming The New Adventures of Tarzan .",he,140,Ashton,140,"['Burroughs', 'Emma', 'Florence', 'Ashton']"
1957,1957,"Burroughs went ahead, however, and proved the experts wrong the public wanted Tarzan in whatever fashion he was offered .",he,104,Tarzan,104,"['Burroughs', 'Tarzan']"
1958,1958,"Arthur was the only sibling to marry; he and his wife, Mary , had no children .",he,37,Arthur,37,"['Arthur', 'Mary']"
1959,1959,"According to Alice, ""Edith was extremely disappointed with the lectures she attended . """,she,71,Edith,71,"['Alice', 'Edith']"
1960,1960,"Edith s sister Mary was engaged in 1871 to the poet Philip, but later that year she died from tuberculosis in Normandy .",she,79,Mary,79,"['Edith', 'Mary', 'Philip']"
1961,1961,Nesbit was a follower of the Marxist socialist William and she and her husband Hubert were among the founders of the Fabian Society in 1884 .,she,58,Nesbit,58,"['Nesbit', 'William', 'Hubert']"
1962,1962,"However, their friendship was marred by Wilson's cool reaction to Nabokov's Lolita and irretrievably damaged by Wilson's public criticism of what he considered Nabokov's eccentric translation of Pushkin's Eugene .",he,145,Wilson,145,"['Wilson', 'Nabokov', 'Lolita', 'Wilson', 'Nabokov', 'Pushkin']"
1963,1963,"In 1951, Abbey began an affair with Rita, who in 1952 would become his second wife after he and Schmechal divorced .",he,88,Rita,88,"['Abbey', 'Rita', 'Schmechal']"
1964,1964,"Douglas once said that when Abbey visited the film set, he looked and talked so much like Douglas' friend Gary that Douglas was disconcerted .",he,55,Douglas,55,"['Douglas', 'Abbey', ""Douglas'"", 'Gary', 'Douglas']"
1965,1965,"Nonetheless, over 25 years later when Abbey died, Douglas wrote that he had ""never met"" Abbey .",he,68,Douglas,68,"['Abbey', 'Douglas']"
1966,1966,Judy was separated from Abbey for extended periods of time while she attended the University of Arizona to earn her master's degree .,she,64,Judy,64,"['Judy', 'Abbey']"
1967,1967,"After Veza died in 1963, Canetti married Hera , with whom he had a daughter, Johanna, in 1972 .",he,57,Hera,57,"['Veza', 'Canetti', 'Hera', 'Johanna']"
1968,1968,"Canetti's brother Jacques settled in Paris, where he championed a revival of French chanson .",he,49,Jacques,49,"['Canetti', 'Jacques']"
1969,1969,"In early 2006, Wiesel accompanied Oprah as she visited Auschwitz, a visit which was broadcast as part of The Oprah Show .",she,42,Oprah,42,"['Wiesel', 'Oprah']"
1970,1970,McClurg joined Griggs as a junior partner after he returned a general from the Civil War .,he,47,McClurg,47,"['McClurg', 'Griggs']"
1971,1971,"The award was originally known as the Convenors' Award for Excellence and was renamed in 2002 after Peter , the original award Convenor, shortly after he was diagnosed with an incurable disease .",he,150,Peter,150,"['Peter', 'Convenor']"
1972,1972,Kauffman scored when he acquired and edited Ray's Fahrenheit 451 .,he,20,Kauffman,20,"['Kauffman', 'Ray']"
1973,1973,"In 1866, Rice's mother Elizabeth died and he was able to rejoin his father in Boston .",he,41,Elizabeth,41,"['Rice', 'Elizabeth']"
1974,1974,Chandler received widespread critical acclaim for his performance as Eric in Friday Night Lights ; he received numerous award nominations for his portrayal of the character and won the Primetime Emmy Award for Outstanding Lead Actor in a Drama Series in 2011 for his performance in the show's final season .,he,98,Chandler,98,"['Chandler', 'Eric']"
1975,1975,"Alexander became legendary as a classical hero in the mould of Achilles, and he features prominently in the history and mythic traditions of both Greek and non-Greek cultures .",he,76,Alexander,76,"['Alexander', 'Achilles']"
1976,1976,"Although Philip had seven or eight wives, Olympias was his principal wife for some time, likely because she gave birth to Alexander .",she,103,Olympias,103,"['Philip', 'Olympias', 'Alexander']"
1977,1977,"Upon Philip's return, he dispatched Alexander with a small force to subdue revolts in southern Thrace .",he,21,Philip,21,"['Philip', 'Alexander']"
1978,1978,"When Philip returned to Pella, he fell in love with and married Cleopatra in 338 BC, the niece of his general Attalus .",he,30,Philip,30,"['Philip', 'Cleopatra', 'Attalus']"
1979,1979,"Alexander reacted by sending an actor, Thessalus of Corinth, to tell Pixodarus that he should not offer his daughter's hand to an illegitimate son, but instead to Alexander .",he,83,Pixodarus,83,"['Alexander', 'Thessalus', 'Pixodarus', 'Alexander']"
1980,1980,"As Pausanias tried to escape, he tripped over a vine and was killed by his pursuers, including two of Alexander's companions, Perdiccas and Leonnatus .",he,29,Pausanias,29,"['Pausanias', 'Alexander', 'Perdiccas', 'Leonnatus']"
1981,1981,"When Alexander set out for Asia, he left his general Antipater, an experienced military and political leader and part of Philip's ""Old Guard"", in charge of Macedon .",he,32,Alexander,32,"['Alexander', 'Antipater', 'Philip']"
1982,1982,"According to Curtius, ""Not only did Alexander slaughter the entire population of Massaga, but also did he reduce its buildings to rubble . """,he,102,Alexander,102,"['Curtius', 'Alexander']"
1983,1983,"Alexander sent much of his army to Carmania with general Craterus, and commissioned a fleet to explore the Persian Gulf shore under his admiral Nearchus, while he led the rest back to Persia through the more difficult southern route along the Gedrosian Desert and Makran .",he,159,Alexander,159,"['Alexander', 'Craterus', 'Nearchus']"
1984,1984,"Hephaestion's death devastated Alexander, and he ordered the preparation of an expensive funeral pyre in Babylon, as well as a decree for public mourning .",he,45,Hephaestion,45,"['Hephaestion', 'Alexander']"
1985,1985,"In the second account, Diodorus recounts that Alexander was struck with pain after downing a large bowl of unmixed wine in honour of Heracles, followed by 11 days of weakness; he did not develop a fever and died after some agony .",he,175,Alexander,175,"['Diodorus', 'Alexander']"
1986,1986,"Ptolemy, one of Ptolemy's final successors, replaced Alexander's sarcophagus with a glass one so he could convert the original to coinage .",he,96,Ptolemy,96,"['Ptolemy', 'Ptolemy', 'Alexander']"
1987,1987,"Eventually, the two sides reconciled, and after the birth of Alexander, he and Philip were appointed joint kings, albeit in name only .",he,71,Alexander,71,"['Alexander', 'Philip']"
1988,1988,"Aelian writes of Alexander's visit to Troy where ""Alexander garlanded the tomb of Achilles, and Hephaestion that of Patroclus, the latter hinting that he was a beloved of Alexander, in just the same way as Patroclus was of Achilles . """,he,150,Hephaestion,150,"['Aelian', 'Alexander', 'Alexander', 'Achilles', 'Hephaestion', 'Patroclus', 'Alexander', 'Patroclus', 'Achilles']"
1989,1989,Green argues that there is little evidence in ancient sources that Alexander had much carnal interest in women; he did not produce an heir until the very end of his life .,he,111,Alexander,111,"['Green', 'Alexander']"
1990,1990,"Pompey the Great adopted the epithet ""Magnus"" and even Alexander's anastole-type haircut, and searched the conquered lands of the east for Alexander's 260-year-old cloak, which he then wore as a sign of greatness .",he,176,Alexander,176,"['Alexander', 'Alexander']"
1991,1991,"Pausanias writes that Alexander wanted to dig the Mimas mountain , but he didn't succeed .",he,70,Alexander,70,"['Pausanias', 'Alexander']"
1992,1992,"According to Josephus, Alexander was shown the Book of Daniel when he entered Jerusalem, which described a mighty Greek king who would conquer the Persian Empire .",he,66,Alexander,66,"['Josephus', 'Alexander']"
1993,1993,"Of these, Arrian is generally considered the most reliable, given that he used Ptolemy and Aristobulus as his sources, closely followed by Diodorus .",he,70,Arrian,70,"['Arrian', 'Ptolemy', 'Aristobulus', 'Diodorus']"
1994,1994,"Andrew, a colleague from the Southern Christian Leadership Conference, first believed King was dead, but found he still had a pulse .",he,110,Andrew,110,"['Andrew', 'King']"
1995,1995,Kennedy did not learn that King had died until he landed in Indianapolis .,he,46,King,46,"['Kennedy', 'King']"
1996,1996,"Kennedy's press secretary, Frank, suggested that he ask the audience to pray for the King family and to follow King's practice of nonviolence .",he,48,Frank,48,"['Kennedy', 'Frank', 'King']"
1997,1997,"Vice President Hubert attended on behalf of Johnson, who was at a meeting on the Vietnam War at Camp David; there were fears that Johnson might be hit with protests and abuse over the war if he attended the funeral .",he,190,Johnson,190,"['Hubert', 'Johnson', 'Johnson']"
1998,1998,"Two months after assassinating King, Ray was captured at London's Heathrow Airport while he was trying to depart the United Kingdom for Angola, Rhodesia, or apartheid South Africa on a false Canadian passport in the name of Ramon .",he,88,Ray,88,"['King', 'Ray', 'Ramon']"
1999,1999,"Kershaw also claimed that Ray was somewhere else when the shots were fired, but he could not find a witness to corroborate the claim .",he,79,Ray,79,"['Kershaw', 'Ray']"
2000,2000,"Jowers claimed that he had hired someone to kill King as a favor for a friend in the mafia, Frank, a produce merchant who died before 1993 .",he,19,Jowers,19,"['Jowers', 'King', 'Frank']"
2001,2001,"Lawson also noted during the civil trial that King alienated President Johnson and other powerful government actors when he repudiated the Vietnam War on April 4, 1967 exactly one year before the assassination .",he,120,King,120,"['Lawson', 'King', 'Johnson']"
2002,2002,"In 2004, Jesse, who was with King when he was assassinated, noted: The fact is there were saboteurs to disrupt the march .",he,38,Jesse,38,"['Jesse', 'King']"
2003,2003,"In 1899 Clara became a resident at Hull House, where she was in charge of the adult education programs from 1900 to 1920, and shared a room with Alice .",she,52,Clara,52,"['Clara', 'Alice']"
2004,2004,"""In her 1912 Twenty Years at Hull-House with Autobiographical Notes, Jane said she was grateful to Landsberg ""for the making of the index and for many other services"" .",she,78,Jane,78,"['Jane', 'Landsberg']"
2005,2005,"However, in a February 2016 New York Times op-ed, Brooks admitted that he missed Obama during the 2016 primary season, admiring the president's ""integrity"" and ""humanity"", among other characteristics .",he,70,Brooks,70,"['Brooks', 'Obama']"
2006,2006,"In this piece, Brooks attacked Trump by arguing he is ""epically unprepared to be president"" and by pointing out Trump's ""steady obliviousness to accuracy"" .",he,47,Brooks,47,"['Brooks', 'Trump', 'Trump']"
2007,2007,"Writing for Gawker, which consistently criticized Brooks' work, opinion writer Tom argued that Brooks does not use facts and statistics to support his policy positions, noting ""possibly that is because he perceives facts and statistics as an opportunity for dishonest people to work mischief"" .",he,201,Brooks,201,"[""Brooks'"", 'Tom', 'Brooks']"
2008,2008,"Furthermore, Annie, in writing for the New York magazine, criticized Brooks' statistical methods when arguing his stance on political reform, claiming he used ""some very tricksy, misleading math"" .",he,150,Annie,150,"['Annie', ""Brooks'""]"
2009,2009,"Typically, Rackham contributed both colour and monotone illustrations towards the works incorporating his images and in the case of Hawthorne's Wonder Book, he also provided a number of part-coloured block images similar in style to Meiji era Japanese woodblocks .",he,156,Rackham,156,"['Rackham', 'Hawthorne']"
2010,2010,"1966 Louise prize 1975 Grand Prize of French Literature from the Royal Academy of Belgium1976 Mallarm prize 1979 Prix Goncourt de la Nouvelle, Le Corps et le Temps 1989 Prix Culture et Biblioth ques pour tous, L'Enfant multiple 1990 Grand prix de po sie de la SGDL literary award 1990 Gutenberg Prize 1994 Grand prix de litt rature Paul-Morand 1996 Albert Camus Prize 2001 Prix Louis-Guilloux, The Message 2002 Prix Goncourt de la Po sie 2009 Grand Officier de la L gion d'honneur Le sixi me jour , Paris 1960, ISBN 978-2290022597, made into the movie The Sixth Day by Youssef with Dalida in the lead role The Other , Roman, Flammarion, Paris 1969, ISBN 2-08-060403-1, made into a movie in 1991 by Bernard for which he was nominated for a C sar Award Painted words or the moth has no mane , Mahnert-Lueg, Munich 1979, ISBN 3-922170-06-4 Behind the Faces , Flammarion, Paris 1984, ISBN 2-08-161787-0 La femme de Job , narrative, 1992 Beloved Earth , Poem, Alpha Press, Sulzbach 2006 la mort, la vie: nouvelles .",he,715,Bernard,715,"['Louise', 'Youssef', 'Dalida', 'Bernard']"
2011,2011,"In Mikhaylovskoye, Pushkin wrote nostalgic love poems which he dedicated to Elizaveta, wife of Malorossia's General-Governor .",he,59,Pushkin,59,"['Pushkin', 'Elizaveta']"
2012,2012,"However, because insurgents in the Decembrist Uprising in Saint Petersburg had kept some of Pushkin's earlier political poems the tsar retained strict control of everything Pushkin published and he was unable to travel at will .",he,194,Pushkin,194,"['Pushkin', 'Pushkin']"
2013,2013,"After much hesitation, Natalia accepted a proposal of marriage from Pushkin in April 1830, but not before she received assurances that the Tsarist government had no intentions to persecute the libertarian poet .",she,105,Natalia,105,"['Natalia', 'Pushkin']"
2014,2014,"In the year 1831, during the period of Pushkin's growing literary influence, he met one of Russia's other great early writers, Nikolai .",he,76,Pushkin,76,"['Pushkin', 'Nikolai']"
2015,2015,"According to Vladimir, Pushkin's idiom combined all the contemporaneous elements of Russian with all he had learned from Derzhavin, Zhukovsky, Batyushkov, Karamzin and Krylov: The poetical and metaphysical strain that still lived in Church Slavonic forms and locutions Abundant and natural gallicisms Everyday colloquialisms of his set Stylized popular speech by making a salad of the famous three styles dear to the pseudoclassical archaists and adding the ingredients of Russian romanticists with a pinch of parody .",he,100,Pushkin,100,"['Vladimir', 'Pushkin', 'Derzhavin', 'Zhukovsky', 'Batyushkov', 'Karamzin', 'Krylov']"
2016,2016,"According to his friend L on Bloy, Villiers was so poor he had to write most of his novel L' ve future lying on his belly on bare floorboards, because the bailiffs had taken all his furniture .",he,55,Villiers,55,"['Bloy', 'Villiers']"
2017,2017,"During the 1910s O'Neill was a regular on the Greenwich Village literary scene, where he also befriended many radicals, most notably Communist Labor Party of America founder John .",he,85,O'Neill,85,"[""O'Neill"", 'John']"
2018,2018,"In 1943, O'Neill disowned his daughter Oona for marrying the English actor, director, and producer Charlie when she was 18 and Chaplin was 54 .",she,111,Oona,111,"[""O'Neill"", 'Oona', 'Charlie', 'Chaplin']"
2019,2019,"Tatyana visits Onegin's mansion, where she looks through his books and his notes in the margins, and begins to question whether Onegin's character is merely a collage of different literary heroes, and if there is, in fact, no ""real Onegin"" .",she,38,Tatyana,38,"['Tatyana', 'Onegin', 'Onegin']"
2020,2020,"By the end of the year, Pushkin had written 23 stanzas and had reached XXVII by January 5, 1825, at which point he started writing stanzas for Onegin's Journey and worked on other pieces of writing .",he,111,Pushkin,111,"['Pushkin', 'Onegin']"
2021,2021,"In Eugene Onegin, Lensky's second, Zaretsky, does not ask Onegin even once if he would like to apologise, and because Onegin is not allowed to apologise on his own initiative, the duel takes place, with fatal consequences .",he,77,Lensky,77,"['Lensky', 'Zaretsky', 'Onegin', 'Onegin']"
2022,2022,Zaretsky's first chance to end the duel is when he delivers Lensky's written challenge to Onegin .,he,47,Zaretsky,47,"['Zaretsky', 'Lensky', 'Onegin']"
2023,2023,"Zaretsky urges Lensky to get ready shortly after 6 o'clock in the morning , while the sun only rises at 20 past 8, because he expects Onegin to be on time .",he,122,Zaretsky,122,"['Zaretsky', 'Lensky', 'Onegin']"
2024,2024,"Vladimir severely criticised Arndt's translation, as he had criticised many previous translations .",he,52,Vladimir,52,"['Vladimir', 'Arndt']"
2025,2025,"ru Charles's complete translation The Poetry Lovers' Page Pushkin's Poems What's Gained in Translation An article by Douglas on the book, which explains how he can judge the relative worth of different translations of Onegin without being able to read Russian Eugene On guine public domain audiobook at LibriVox An Audiobook Narrated by Stephen",he,156,Douglas,156,"['Charles', 'Douglas', 'Stephen']"
2026,2026,"In the 1920s, Fitzgerald frequented Europe, where he was influenced by the modernist writers and artists of the ""Lost Generation"" expatriate community, particularly Ernest .",he,49,Fitzgerald,49,"['Fitzgerald', 'Ernest']"
2027,2027,"After graduating from Newman in 1913, Fitzgerald enrolled at Princeton University, where he tried out for the football team and was cut the first day of practice .",he,88,Fitzgerald,88,"['Newman', 'Fitzgerald']"
2028,2028,"Fitzgerald wrote to Zelda frequently, and by March 1920, he had sent Zelda his mother's ring, and the two had become engaged .",he,56,Fitzgerald,56,"['Fitzgerald', 'Zelda', 'Zelda']"
2029,2029,"On Valentine's Day in 1921, while Fitzgerald was working to finish his second novel, The Beautiful and Damned, Zelda discovered she was pregnant .",she,127,Zelda,127,"['Fitzgerald', 'Zelda']"
2030,2030,"""Following Fitzgerald's adaptation of his short story ""The Vegetable"" into a play, he and Zelda moved to Great Neck, Long Island to be near Broadway .",he,82,Fitzgerald,82,"['Fitzgerald', 'Zelda']"
2031,2031,"Fitzgerald had been planning the novel since 1923, when he told his publisher Maxwell of his plans ""to write something new - something extraordinary and beautiful and simple and intricately patterned . """,he,55,Fitzgerald,55,"['Fitzgerald', 'Maxwell']"
2032,2032,"Completely estranged from Zelda, he began an affair with gossip columnist Sheilah .",he,32,Zelda,32,"['Zelda', 'Sheilah']"
2033,2033,"Bruccoli contends that Fitzgerald did in fact have recurring tuberculosis, and according to Milford, Fitzgerald biographer Arthur said that Fitzgerald suffered a mild attack of tuberculosis in 1919, and in 1929 he had ""what proved to be a tubercular hemorrhage"" .",he,210,Fitzgerald,210,"['Bruccoli', 'Fitzgerald', 'Fitzgerald', 'Arthur', 'Fitzgerald']"
2034,2034,"The school's Arlyn, a major archivist of work done by the Lost Generation, explained that the cache ""corrects this distorted view of Fitzgerald's Hollywood years, the idea that he was just staggering around drunk all the time and not earning his salary .",he,176,Arlyn,176,"['Arlyn', 'Fitzgerald']"
2035,2035,"By the time Dell left Davenport for Chicago in 1908, he had escaped blue-collar life to emerge as a promising young professional writer and intellectual .",he,52,Dell,52,"['Dell', 'Davenport']"
2036,2036,"With Kate he had a daughter, Mia, who is married and has three children .",he,9,Kate,9,"['Kate', 'Mia']"
2037,2037,"Stein found formal schooling in Oakland unstimulating, but she often read: Shakespeare, Wordsworth, Scott, Burns, Smollett, Fielding, and more .",she,58,Stein,58,"['Stein', 'Shakespeare', 'Wordsworth', 'Scott', 'Burns', 'Smollett', 'Fielding']"
2038,2038,"Vollard was heavily involved in the C zanne art market, and he was the first important contact in the Paris art world for both Leo and Gertrude .",he,59,Vollard,59,"['Vollard', 'Leo', 'Gertrude']"
2039,2039,"During the summer of 1931, Stein advised the young composer and writer Paul to go to Tangier, where she and Alice had vacationed .",she,99,Paul,99,"['Stein', 'Paul', 'Alice']"
2040,2040,"Despite Stein's work on ""automatic writing"" with William, she did not see her work as automatic, but as an 'excess of consciousness' .",she,57,William,57,"['Stein', 'William']"
2041,2041,"Toklas arrived in 1907 with Harriet, with Toklas maintaining living arrangements with Levy until she moved to 27 Rue de Fleurus in 1910 .",she,96,Levy,96,"['Toklas', 'Harriet', 'Toklas', 'Levy']"
2042,2042,Gertrude attempted to enter an ancillary arrangement in which she would forward Gris living expenses in exchange for future pictures .,she,61,Gertrude,61,"['Gertrude', 'Gris']"
2043,2043,"Ernest describes how Alice was Gertrude's ""wife"" in that Stein rarely addressed his wife, and he treated Alice the same, leaving the two ""wives"" to chat .",he,93,Ernest,93,"['Ernest', 'Alice', 'Gertrude', 'Stein', 'Alice']"
2044,2044,"Stein had met Fa in 1926, and he became her ""dearest friend during her life"", according to Alice .",he,29,Stein,29,"['Stein', 'Fa', 'Alice']"
2045,2045,Random House publisher Bennett had read the introduction Stein had written for the translations and been horrified by what she had produced .,she,122,Stein,122,"['Bennett', 'Stein']"
2046,2046,"This was Stein's contention in the year when the town of Culoz, where she and Toklas resided, saw the removal of its Jewish children to Auschwitz .",she,69,Stein,69,"['Stein', 'Toklas']"
2047,2047,"Rand and Aldo although he eventually dropped the use of ""Rand"" .",he,22,Aldo,22,"['Rand', 'Aldo']"
2048,2048,"However, Abbey's writing in this period was also significantly more confrontational and politically charged than in earlier works, and like contemporary Rachel in Silent Spring, he sought to contribute to the wider political movement of environmentalism which was emerging at the time .",he,177,Rachel,177,"['Abbey', 'Rachel']"
2049,2049,"In addition, Hardin's pessimistic outlook was subsequently contradicted by Elinor's later work on success of co-operative structures like the management of common land, for which she shared the 2009 Nobel Memorial Prize in Economic Sciences with Oliver .",she,178,Elinor,178,"['Hardin', 'Elinor', 'Oliver']"
2050,2050,"Knowing that other actors were using the name ""Frank"", Collins suggested he change his first name to ""Gary"" after her hometown of Gary, Indiana .",he,72,Collins,72,"['Frank', 'Collins', 'Gary']"
2051,2051,"Goldwyn rushed to offer Cooper a long-term contract, but he held out for a better deal finally signing a five-year contract with Jesse .",he,56,Goldwyn,56,"['Goldwyn', 'Cooper', 'Jesse']"
2052,2052,"Unlike some silent film actors who had trouble adapting to the new sound medium, Cooper transitioned naturally, with his ""deep and clear"" and ""pleasantly drawling"" voice, which was perfectly suited for the characters he portrayed on screen, also according to Meyers .",he,216,Cooper,216,"['Cooper', 'Meyers']"
2053,2053,"In the film, Cooper plays the character of Longfellow, a quiet, innocent writer of greeting cards who inherits a fortune, leaves behind his idyllic life in Vermont, and travels to New York where he faces a world of corruption and deceit .",he,194,Longfellow,194,"['Cooper', 'Longfellow']"
2054,2054,"Many film critics praised Cooper's performance, including author and film critic Graham, who recognized that he ""never acted better"" .",he,108,Graham,108,"['Cooper', 'Graham']"
2055,2055,"The fledgling studio's first offering was Sam's romantic comedy Casanova with Teresa, about a man who learns his soon-to-be ex-wife is pregnant with his child, just as he is about to marry another woman .",he,167,Teresa,167,"['Sam', 'Casanova', 'Teresa']"
2056,2056,"During the filming of Vera, he reinjured his hip falling from a horse, and was burned when Lancaster fired his rifle too close and the wadding from the blank shell pierced his clothing .",he,27,Vera,27,"['Vera', 'Lancaster']"
2057,2057,"The previous year, Hemingway drew upon Cooper's image when he created the character of Robert for the novel For Whom the Bell Tolls .",he,58,Hemingway,58,"['Hemingway', 'Cooper', 'Robert']"
2058,2058,"Cooper owned several works by Pablo, whom he met in 1956 .",he,41,Pablo,41,"['Cooper', 'Pablo']"
2059,2059,"Like his father, Cooper was a conservative Republican; he voted for Calvin in 1924, Herbert in 1928 and 1932, and campaigned for Wendell in 1940 .",he,54,Cooper,54,"['Cooper', 'Calvin', 'Herbert', 'Wendell']"
2060,2060,"Next, Anna married the publisher Paul on 2 December 1929, when she was 25 .",she,62,Anna,62,"['Anna', 'Paul']"
2061,2061,Anna's exposure to the visual arts began early when she would visit Oskar's studio .,she,51,Anna,51,"['Anna', 'Oskar']"
2062,2062,"In Cyrus, he had been inspired by the deeds of Frederick to write a poem exhibiting the ideal of a hero .",he,9,Cyrus,9,"['Cyrus', 'Frederick']"
2063,2063,After his wife Sophie died in 1806 he married a second time in 1807 to Auguste .,he,34,Sophie,34,"['Sophie', 'Auguste']"
2064,2064,"P rez also said that ""Bergoglio did what he could given his age at that time . """,he,40,Bergoglio,40,['Bergoglio']
2065,2065,"During a February 16, 2017 press briefing, Turx began asking a question about the government's response to antisemitic threats across the United States, but was stopped in mid-question by Trump, who felt he was being personally attacked and denied being antisemitic or racist .",he,203,Trump,203,"['Turx', 'Trump']"
2066,2066,"Mellon participated in various efforts by the Hoover administration to revive the economy and maintain the international economic order, but he opposed direct government intervention in the economy .",he,140,Mellon,140,"['Mellon', 'Hoover']"
2067,2067,"Thomas established a successful legal practice in Pittsburgh, and in 1843 he married Sarah, an heiress descended from some of the first settlers of Pittsburgh .",he,73,Thomas,73,"['Thomas', 'Sarah']"
2068,2068,"Because Thomas was suspicious of both private and public schools, he built a schoolhouse for his children and hired a teacher; Andrew attended this school beginning at age five .",he,65,Thomas,65,"['Thomas', 'Andrew']"
2069,2069,"Mellon became a director of the company in 1891, and he and Richard played a major role in the establishment of aluminum factories in New Kensington, Pennsylvania, and Niagara Falls, New York .",he,52,Mellon,52,"['Mellon', 'Richard']"
2070,2070,"Mellon strongly approved of the party's conservative platform, and he served as a key fundraiser for Harding during the presidential campaign .",he,66,Mellon,66,"['Mellon', 'Harding']"
2071,2071,"Before joining the cabinet, Mellon sold his banking stock to his brother, Richard, but he continued to hold his non-banking stock .",he,86,Mellon,86,"['Mellon', 'Richard']"
2072,2072,"Through Richard and other business associates, Mellon continued to be involved with the major decisions of the Mellon business empire during his time in public service, and he occasionally lobbied congressmen on behalf of his businesses .",he,172,Mellon,172,"['Richard', 'Mellon']"
2073,2073,"Harding died after suffering a stroke in August 1923, and he was succeeded by Vice President Calvin .",he,57,Harding,57,"['Harding', 'Calvin']"
2074,2074,"Several Republicans urged Mellon to run for president, but Mellon believed that he was too old to seek the presidency .",he,79,Mellon,79,"['Mellon', 'Mellon']"
2075,2075,"With Mellon's backing, Hoover won the Republican nomination on the first ballot of the convention, and he went on to defeat Al in the 1928 presidential election .",he,102,Hoover,102,"['Mellon', 'Hoover', 'Al']"
2076,2076,"Mellon committed to his first large-scale act of philanthropy in 1913, when he and his brother, Richard, established the Mellon Institute of Industrial Research as a department of the University of Pittsburgh .",he,75,Mellon,75,"['Mellon', 'Richard']"
2077,2077,"On 19 November 1977, Sadat became the first Arab leader to visit Israel officially when he met with Israeli Prime Minister Menachem, and spoke before the Knesset in Jerusalem about his views on how to achieve a comprehensive peace to the Arab Israeli conflict, which included the full implementation of UN Resolutions 242 and 338 .",he,87,Sadat,87,"['Sadat', 'Menachem']"
2078,2078,"When the Shah died, Sadat ordered that he be given a state funeral and be interred at the Al-Rifa'i Mosque in Cairo, the resting place of Egyptian Khedive, his mother Khushyar, and numerous other members of the royal family of Egypt and Sudan .",he,38,Sadat,38,"['Shah', 'Sadat', 'Khedive', 'Khushyar']"
2079,2079,"In a 2015 BBC News article, reporter Jonah suggested that Aung's silence over the Rohingya issue is due to a need to obtain support from the majority Bamar ethnicity as she is in ""the middle of a general election campaign"" .",she,168,Jonah,168,"['Jonah', 'Aung']"
2080,2080,"On 13 November 2017, Bob returned his Freedom of the City of Dublin award in protest over Aung also holding the accolade, stating that he does not ""wish to be associated in any way with an individual currently engaged in the mass ethnic cleansing of the Rohingya people of north-west Burma"" .",he,134,Bob,134,"['Bob', 'Aung']"
2081,2081,"Harriet died giving birth to Austen, leaving his father so shaken that for almost 25 years he maintained a distance from his first-born son .",he,90,Harriet,90,"['Harriet', 'Austen']"
2082,2082,"Owing to the prominence of his father and the alliance between the anti-Home Rule Liberal Unionists and Conservatives, Chamberlain was returned unopposed on 30 March, and at the first sitting of the new session, he walked up the floor of the house flanked by his father and his uncle, Richard .",he,211,Chamberlain,211,"['Chamberlain', 'Richard']"
2083,2083,"In the autumn of 1922, Chamberlain faced a backbench revolt, largely led by Stanley, designed to oust Lloyd, and when he summoned the Carlton Club meeting 19 October 1922, of Conservative MPs, a motion was there passed for fighting the forthcoming election as an independent party .",he,117,Chamberlain,117,"['Chamberlain', 'Stanley', 'Lloyd']"
2084,2084,"Dutton suggests that his ""exaggerated sense of his own importance and dignity which compounded an already stiff and unbending personal demeanour"", came from having to serve under men Law and Baldwin whom he regarded as his juniors .",he,203,Baldwin,203,"['Dutton', 'Law', 'Baldwin']"
2085,2085,"Midler did not appear in any other films until 1986; however, she was an early choice for Miss in the 1982 film Annie .",she,61,Midler,61,"['Midler', 'Miss', 'Annie']"
